cds_header,cds_seqname,gene,locus_tag,protein_desc_from_cds,protein_id,gene_base,locus_base,protein_header,protein_desc_from_protein,protein_present_in_faa
"lcl|BDGG01000013.1_cds_GAV06078.1_18975 [gene=RvY_16113-1] [locus_tag=RvY_16113] [protein=hypothetical protein] [protein_id=GAV06078.1] [location=join(279703..279894,279962..280175,280370..281043,281380..281577,281669..281836,282045..282311,282530..282667,282729..282802,282875..283073,283225..283286,284014..284228,284534..284712,284786..285008,285084..285253,285313..285493,285694..285849,285943..286091)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06078.1_18975,RvY_16113-1,RvY_16113,hypothetical protein,GAV06078.1,RvY_16113,RvY_16113,GAV06078.1 hypothetical protein RvY_16113 [Ramazzottius varieornatus],hypothetical protein RvY_16113,TRUE
"lcl|BDGG01000013.1_cds_GAV06079.1_18976 [gene=RvY_16114-1] [locus_tag=RvY_16114] [protein=hypothetical protein] [protein_id=GAV06079.1] [location=complement(join(286454..287137,287409..288073,288171..288732,288957..289238,289416..289647,289708..289811,290074..290200,290264..290517,290648..291051,291254..291749,291918..292019))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06079.1_18976,RvY_16114-1,RvY_16114,hypothetical protein,GAV06079.1,RvY_16114,RvY_16114,GAV06079.1 hypothetical protein RvY_16114 [Ramazzottius varieornatus],hypothetical protein RvY_16114,TRUE
"lcl|BDGG01000013.1_cds_GAV06080.1_18977 [gene=RvY_16115-1] [locus_tag=RvY_16115] [protein=hypothetical protein] [protein_id=GAV06080.1] [location=complement(join(292832..293389,293671..293883))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06080.1_18977,RvY_16115-1,RvY_16115,hypothetical protein,GAV06080.1,RvY_16115,RvY_16115,GAV06080.1 hypothetical protein RvY_16115 [Ramazzottius varieornatus],hypothetical protein RvY_16115,TRUE
"lcl|BDGG01000013.1_cds_GAV06081.1_18978 [gene=RvY_16116-1] [locus_tag=RvY_16116] [protein=hypothetical protein] [protein_id=GAV06081.1] [location=join(294476..294663,294744..294828,294920..295199,295371..295526,295617..295850,296082..296207,296295..296431)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06081.1_18978,RvY_16116-1,RvY_16116,hypothetical protein,GAV06081.1,RvY_16116,RvY_16116,GAV06081.1 hypothetical protein RvY_16116 [Ramazzottius varieornatus],hypothetical protein RvY_16116,TRUE
lcl|BDGG01000013.1_cds_GAV06082.1_18979 [gene=RvY_16117-1] [locus_tag=RvY_16117] [protein=hypothetical protein] [protein_id=GAV06082.1] [location=complement(296459..296896)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06082.1_18979,RvY_16117-1,RvY_16117,hypothetical protein,GAV06082.1,RvY_16117,RvY_16117,GAV06082.1 hypothetical protein RvY_16117 [Ramazzottius varieornatus],hypothetical protein RvY_16117,TRUE
"lcl|BDGG01000013.1_cds_GAV06083.1_18980 [gene=RvY_16118-1] [locus_tag=RvY_16118] [protein=hypothetical protein] [protein_id=GAV06083.1] [location=join(297857..298418,298732..299144)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06083.1_18980,RvY_16118-1,RvY_16118,hypothetical protein,GAV06083.1,RvY_16118,RvY_16118,GAV06083.1 hypothetical protein RvY_16118 [Ramazzottius varieornatus],hypothetical protein RvY_16118,TRUE
"lcl|BDGG01000013.1_cds_GAV06084.1_18981 [gene=RvY_16119-1] [locus_tag=RvY_16119] [protein=hypothetical protein] [protein_id=GAV06084.1] [location=complement(join(299341..299595,299669..299912,300108..300256,300319..300707,300957..301569))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06084.1_18981,RvY_16119-1,RvY_16119,hypothetical protein,GAV06084.1,RvY_16119,RvY_16119,GAV06084.1 hypothetical protein RvY_16119 [Ramazzottius varieornatus],hypothetical protein RvY_16119,TRUE
lcl|BDGG01000013.1_cds_GAV06085.1_18982 [gene=RvY_16120] [locus_tag=RvY_16120-1] [protein=hypothetical protein] [protein_id=GAV06085.1] [location=301921..302436] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06085.1_18982,RvY_16120,RvY_16120-1,hypothetical protein,GAV06085.1,RvY_16120,RvY_16120,GAV06085.1 hypothetical protein RvY_16120-1 [Ramazzottius varieornatus],hypothetical protein RvY_16120-1,TRUE
"lcl|BDGG01000013.1_cds_GAV06086.1_18983 [gene=RvY_16120] [locus_tag=RvY_16120-2] [protein=hypothetical protein] [protein_id=GAV06086.1] [location=join(301994..302023,302089..302436)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06086.1_18983,RvY_16120,RvY_16120-2,hypothetical protein,GAV06086.1,RvY_16120,RvY_16120,GAV06086.1 hypothetical protein RvY_16120-2 [Ramazzottius varieornatus],hypothetical protein RvY_16120-2,TRUE
"lcl|BDGG01000013.1_cds_GAV06087.1_18984 [gene=RvY_16121-1] [locus_tag=RvY_16121] [protein=hypothetical protein] [protein_id=GAV06087.1] [location=complement(join(305863..305969,306057..306399,307087..308569,308601..308668))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06087.1_18984,RvY_16121-1,RvY_16121,hypothetical protein,GAV06087.1,RvY_16121,RvY_16121,GAV06087.1 hypothetical protein RvY_16121 [Ramazzottius varieornatus],hypothetical protein RvY_16121,TRUE
lcl|BDGG01000013.1_cds_GAV06088.1_18985 [gene=RvY_16122-1] [locus_tag=RvY_16122] [protein=hypothetical protein] [protein_id=GAV06088.1] [location=complement(310664..311041)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06088.1_18985,RvY_16122-1,RvY_16122,hypothetical protein,GAV06088.1,RvY_16122,RvY_16122,GAV06088.1 hypothetical protein RvY_16122 [Ramazzottius varieornatus],hypothetical protein RvY_16122,TRUE
"lcl|BDGG01000013.1_cds_GAV06089.1_18986 [gene=RvY_16123-1] [locus_tag=RvY_16123] [protein=hypothetical protein] [protein_id=GAV06089.1] [location=join(311915..311998,312159..312530,312712..312951)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06089.1_18986,RvY_16123-1,RvY_16123,hypothetical protein,GAV06089.1,RvY_16123,RvY_16123,GAV06089.1 hypothetical protein RvY_16123 [Ramazzottius varieornatus],hypothetical protein RvY_16123,TRUE
"lcl|BDGG01000013.1_cds_GAV06090.1_18987 [gene=RvY_16124] [locus_tag=RvY_16124-1] [protein=hypothetical protein] [protein_id=GAV06090.1] [location=join(313173..313467,313543..313685)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06090.1_18987,RvY_16124,RvY_16124-1,hypothetical protein,GAV06090.1,RvY_16124,RvY_16124,GAV06090.1 hypothetical protein RvY_16124-1 [Ramazzottius varieornatus],hypothetical protein RvY_16124-1,TRUE
lcl|BDGG01000013.1_cds_GAV06091.1_18988 [gene=RvY_16124] [locus_tag=RvY_16124-2] [protein=hypothetical protein] [protein_id=GAV06091.1] [location=313173..313481] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06091.1_18988,RvY_16124,RvY_16124-2,hypothetical protein,GAV06091.1,RvY_16124,RvY_16124,GAV06091.1 hypothetical protein RvY_16124-2 [Ramazzottius varieornatus],hypothetical protein RvY_16124-2,TRUE
"lcl|BDGG01000013.1_cds_GAV06092.1_18989 [gene=RvY_16125-1] [locus_tag=RvY_16125] [protein=hypothetical protein] [protein_id=GAV06092.1] [location=join(314649..314672,314902..314957,315020..315085,315154..315392,315451..315688,316044..316263,316344..316451)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06092.1_18989,RvY_16125-1,RvY_16125,hypothetical protein,GAV06092.1,RvY_16125,RvY_16125,GAV06092.1 hypothetical protein RvY_16125 [Ramazzottius varieornatus],hypothetical protein RvY_16125,TRUE
"lcl|BDGG01000013.1_cds_GAV06093.1_18990 [gene=RvY_16126-1] [locus_tag=RvY_16126] [protein=hypothetical protein] [protein_id=GAV06093.1] [location=complement(join(317028..317237,317325..317426,317512..317765,317973..318075))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06093.1_18990,RvY_16126-1,RvY_16126,hypothetical protein,GAV06093.1,RvY_16126,RvY_16126,GAV06093.1 hypothetical protein RvY_16126 [Ramazzottius varieornatus],hypothetical protein RvY_16126,TRUE
"lcl|BDGG01000013.1_cds_GAV06094.1_18991 [gene=RvY_16127-1] [locus_tag=RvY_16127] [protein=hypothetical protein] [protein_id=GAV06094.1] [location=complement(join(318479..318623,318695..318816,318960..319076,319229..319324))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06094.1_18991,RvY_16127-1,RvY_16127,hypothetical protein,GAV06094.1,RvY_16127,RvY_16127,GAV06094.1 hypothetical protein RvY_16127 [Ramazzottius varieornatus],hypothetical protein RvY_16127,TRUE
"lcl|BDGG01000013.1_cds_GAV06095.1_18992 [gene=RvY_16128] [locus_tag=RvY_16128-1] [protein=hypothetical protein] [protein_id=GAV06095.1] [location=join(320320..320536,320632..320921,321158..321539,321808..322160,322506..322969,323035..323202,323573..323765)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06095.1_18992,RvY_16128,RvY_16128-1,hypothetical protein,GAV06095.1,RvY_16128,RvY_16128,GAV06095.1 hypothetical protein RvY_16128-1 [Ramazzottius varieornatus],hypothetical protein RvY_16128-1,TRUE
"lcl|BDGG01000013.1_cds_GAV06096.1_18993 [gene=RvY_16128] [locus_tag=RvY_16128-2] [protein=hypothetical protein] [protein_id=GAV06096.1] [location=join(320320..320536,320632..320921,321158..321539,321808..322160,322506..322969,323035..323206)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06096.1_18993,RvY_16128,RvY_16128-2,hypothetical protein,GAV06096.1,RvY_16128,RvY_16128,GAV06096.1 hypothetical protein RvY_16128-2 [Ramazzottius varieornatus],hypothetical protein RvY_16128-2,TRUE
"lcl|BDGG01000013.1_cds_GAV06097.1_18994 [gene=RvY_16129-2] [locus_tag=RvY_16129] [protein=hypothetical protein] [protein_id=GAV06097.1] [location=join(326638..326682,326742..326877,326942..327178,327270..327452,327655..328179,328244..328357,328570..329193,329247..329360,329432..330249)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06097.1_18994,RvY_16129-2,RvY_16129,hypothetical protein,GAV06097.1,RvY_16129,RvY_16129,GAV06097.1 hypothetical protein RvY_16129 [Ramazzottius varieornatus],hypothetical protein RvY_16129,TRUE
"lcl|BDGG01000013.1_cds_GAV06098.1_18995 [gene=RvY_16130-1] [locus_tag=RvY_16130] [protein=hypothetical protein] [protein_id=GAV06098.1] [location=complement(join(332529..332770,332831..333124,333196..333642,333730..333838,333936..334013,334104..334247,334333..335598,335824..336375,336481..336977,337184..337924,338036..338267,338396..338611))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06098.1_18995,RvY_16130-1,RvY_16130,hypothetical protein,GAV06098.1,RvY_16130,RvY_16130,GAV06098.1 hypothetical protein RvY_16130 [Ramazzottius varieornatus],hypothetical protein RvY_16130,TRUE
"lcl|BDGG01000013.1_cds_GAV06099.1_18996 [gene=RvY_16131-1] [locus_tag=RvY_16131] [protein=hypothetical protein] [protein_id=GAV06099.1] [location=complement(join(339315..339541,339628..339835,339900..339968,340062..341048,341121..341521,341635..342178,342248..342441,342505..343026,343089..343826,343946..344419,344491..344868,344975..345260))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06099.1_18996,RvY_16131-1,RvY_16131,hypothetical protein,GAV06099.1,RvY_16131,RvY_16131,GAV06099.1 hypothetical protein RvY_16131 [Ramazzottius varieornatus],hypothetical protein RvY_16131,TRUE
"lcl|BDGG01000013.1_cds_GAV06100.1_18997 [gene=RvY_16132-1] [locus_tag=RvY_16132] [protein=hypothetical protein] [protein_id=GAV06100.1] [location=complement(join(348916..349151,349212..349508,349569..349710,349792..351363,351551..352023,352097..352313,352403..352441))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06100.1_18997,RvY_16132-1,RvY_16132,hypothetical protein,GAV06100.1,RvY_16132,RvY_16132,GAV06100.1 hypothetical protein RvY_16132 [Ramazzottius varieornatus],hypothetical protein RvY_16132,TRUE
"lcl|BDGG01000013.1_cds_GAV06101.1_18998 [gene=RvY_16133-1] [locus_tag=RvY_16133] [protein=hypothetical protein] [protein_id=GAV06101.1] [location=complement(join(353561..353616,353854..353968,354035..354207,354516..354985,355338..355485,355705..355869,355954..356140,356404..356544,356621..356764))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06101.1_18998,RvY_16133-1,RvY_16133,hypothetical protein,GAV06101.1,RvY_16133,RvY_16133,GAV06101.1 hypothetical protein RvY_16133 [Ramazzottius varieornatus],hypothetical protein RvY_16133,TRUE
"lcl|BDGG01000013.1_cds_GAV06102.1_18999 [gene=RvY_16134-1] [locus_tag=RvY_16134] [protein=hypothetical protein] [protein_id=GAV06102.1] [location=join(359802..359973,360324..360517,360531..360619,360681..360933)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06102.1_18999,RvY_16134-1,RvY_16134,hypothetical protein,GAV06102.1,RvY_16134,RvY_16134,GAV06102.1 hypothetical protein RvY_16134 [Ramazzottius varieornatus],hypothetical protein RvY_16134,TRUE
"lcl|BDGG01000013.1_cds_GAV06103.1_19000 [gene=RvY_16135-1] [locus_tag=RvY_16135] [protein=hypothetical protein] [protein_id=GAV06103.1] [location=join(361156..361285,361819..361841)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06103.1_19000,RvY_16135-1,RvY_16135,hypothetical protein,GAV06103.1,RvY_16135,RvY_16135,GAV06103.1 hypothetical protein RvY_16135 [Ramazzottius varieornatus],hypothetical protein RvY_16135,TRUE
"lcl|BDGG01000013.1_cds_GAV06104.1_19001 [gene=RvY_16136-1] [locus_tag=RvY_16136] [protein=hypothetical protein] [protein_id=GAV06104.1] [location=complement(join(361871..362229,362247..362409))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06104.1_19001,RvY_16136-1,RvY_16136,hypothetical protein,GAV06104.1,RvY_16136,RvY_16136,GAV06104.1 hypothetical protein RvY_16136 [Ramazzottius varieornatus],hypothetical protein RvY_16136,TRUE
"lcl|BDGG01000013.1_cds_GAV06105.1_19002 [gene=RvY_16137-1] [locus_tag=RvY_16137] [protein=hypothetical protein] [protein_id=GAV06105.1] [location=join(362698..363317,364425..364815)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06105.1_19002,RvY_16137-1,RvY_16137,hypothetical protein,GAV06105.1,RvY_16137,RvY_16137,GAV06105.1 hypothetical protein RvY_16137 [Ramazzottius varieornatus],hypothetical protein RvY_16137,TRUE
lcl|BDGG01000013.1_cds_GAV06106.1_19003 [gene=RvY_16138-1] [locus_tag=RvY_16138] [protein=hypothetical protein] [protein_id=GAV06106.1] [location=365038..366084] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06106.1_19003,RvY_16138-1,RvY_16138,hypothetical protein,GAV06106.1,RvY_16138,RvY_16138,GAV06106.1 hypothetical protein RvY_16138 [Ramazzottius varieornatus],hypothetical protein RvY_16138,TRUE
lcl|BDGG01000013.1_cds_GAV06107.1_19004 [gene=RvY_16139-1] [locus_tag=RvY_16139] [protein=hypothetical protein] [protein_id=GAV06107.1] [location=complement(368561..368863)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06107.1_19004,RvY_16139-1,RvY_16139,hypothetical protein,GAV06107.1,RvY_16139,RvY_16139,GAV06107.1 hypothetical protein RvY_16139 [Ramazzottius varieornatus],hypothetical protein RvY_16139,TRUE
lcl|BDGG01000013.1_cds_GAV06108.1_19005 [gene=RvY_16140-1] [locus_tag=RvY_16140] [protein=hypothetical protein] [protein_id=GAV06108.1] [location=complement(368906..369949)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06108.1_19005,RvY_16140-1,RvY_16140,hypothetical protein,GAV06108.1,RvY_16140,RvY_16140,GAV06108.1 hypothetical protein RvY_16140 [Ramazzottius varieornatus],hypothetical protein RvY_16140,TRUE
"lcl|BDGG01000013.1_cds_GAV06109.1_19006 [gene=RvY_16141-1] [locus_tag=RvY_16141] [protein=hypothetical protein] [protein_id=GAV06109.1] [location=complement(join(373707..374017,374031..374175,374254..374435,375637..375824,376025..376267,377108..377226))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06109.1_19006,RvY_16141-1,RvY_16141,hypothetical protein,GAV06109.1,RvY_16141,RvY_16141,GAV06109.1 hypothetical protein RvY_16141 [Ramazzottius varieornatus],hypothetical protein RvY_16141,TRUE
"lcl|BDGG01000013.1_cds_GAV06110.1_19007 [gene=RvY_16142-1] [locus_tag=RvY_16142] [protein=hypothetical protein] [protein_id=GAV06110.1] [location=join(377524..378330,379438..379659)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06110.1_19007,RvY_16142-1,RvY_16142,hypothetical protein,GAV06110.1,RvY_16142,RvY_16142,GAV06110.1 hypothetical protein RvY_16142 [Ramazzottius varieornatus],hypothetical protein RvY_16142,TRUE
"lcl|BDGG01000013.1_cds_GAV06111.1_19008 [gene=RvY_16143-1] [locus_tag=RvY_16143] [protein=hypothetical protein] [protein_id=GAV06111.1] [location=join(382178..382270,382358..382487,382655..383197,383372..383818,383882..384243,384808..384928,385010..385498,385566..385904,385967..386374,386434..386606)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06111.1_19008,RvY_16143-1,RvY_16143,hypothetical protein,GAV06111.1,RvY_16143,RvY_16143,GAV06111.1 hypothetical protein RvY_16143 [Ramazzottius varieornatus],hypothetical protein RvY_16143,TRUE
lcl|BDGG01000013.1_cds_GAV06112.1_19009 [gene=RvY_16144-1] [locus_tag=RvY_16144] [protein=hypothetical protein] [protein_id=GAV06112.1] [location=387885..388418] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06112.1_19009,RvY_16144-1,RvY_16144,hypothetical protein,GAV06112.1,RvY_16144,RvY_16144,GAV06112.1 hypothetical protein RvY_16144 [Ramazzottius varieornatus],hypothetical protein RvY_16144,TRUE
"lcl|BDGG01000013.1_cds_GAV06113.1_19010 [gene=RvY_16145-1] [locus_tag=RvY_16145] [protein=hypothetical protein] [protein_id=GAV06113.1] [location=complement(join(388666..389962,391032..391530,391940..391952))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06113.1_19010,RvY_16145-1,RvY_16145,hypothetical protein,GAV06113.1,RvY_16145,RvY_16145,GAV06113.1 hypothetical protein RvY_16145 [Ramazzottius varieornatus],hypothetical protein RvY_16145,TRUE
"lcl|BDGG01000013.1_cds_GAV06114.1_19011 [gene=RvY_16146-1] [locus_tag=RvY_16146] [protein=hypothetical protein] [protein_id=GAV06114.1] [location=complement(join(395710..396011,396071..396465,396717..397227,398513..398989,399145..399220))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06114.1_19011,RvY_16146-1,RvY_16146,hypothetical protein,GAV06114.1,RvY_16146,RvY_16146,GAV06114.1 hypothetical protein RvY_16146 [Ramazzottius varieornatus],hypothetical protein RvY_16146,TRUE
"lcl|BDGG01000013.1_cds_GAV06115.1_19012 [gene=RvY_16147-1] [locus_tag=RvY_16147] [protein=hypothetical protein] [protein_id=GAV06115.1] [location=join(408371..408899,409540..410018)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06115.1_19012,RvY_16147-1,RvY_16147,hypothetical protein,GAV06115.1,RvY_16147,RvY_16147,GAV06115.1 hypothetical protein RvY_16147 [Ramazzottius varieornatus],hypothetical protein RvY_16147,TRUE
"lcl|BDGG01000013.1_cds_GAV06116.1_19013 [gene=RvY_16148-1] [locus_tag=RvY_16148] [protein=hypothetical protein] [protein_id=GAV06116.1] [location=complement(join(410385..410681,410809..410898,411028..411222))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06116.1_19013,RvY_16148-1,RvY_16148,hypothetical protein,GAV06116.1,RvY_16148,RvY_16148,GAV06116.1 hypothetical protein RvY_16148 [Ramazzottius varieornatus],hypothetical protein RvY_16148,TRUE
lcl|BDGG01000013.1_cds_GAV06117.1_19014 [gene=RvY_16149-1] [locus_tag=RvY_16149] [protein=hypothetical protein] [protein_id=GAV06117.1] [location=complement(412217..412588)] [gbkey=CDS],lcl|BDGG01000013.1_cds_GAV06117.1_19014,RvY_16149-1,RvY_16149,hypothetical protein,GAV06117.1,RvY_16149,RvY_16149,GAV06117.1 hypothetical protein RvY_16149 [Ramazzottius varieornatus],hypothetical protein RvY_16149,TRUE
"lcl|BDGG01000013.1_cds_GAV06118.1_19015 [gene=RvY_16150-1] [locus_tag=RvY_16150] [protein=hypothetical protein] [protein_id=GAV06118.1] [location=complement(join(412784..412864,413113..413242,413315..413554,413809..414133,414359..414483,414544..414658,414714..414958,415172..415625,415891..416228,416516..416781,416972..417166,417304..417478,417535..417682,417750..417850,417957..418186,418274..418467,418566..418863,419137..419424,419507..419560))] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06118.1_19015,RvY_16150-1,RvY_16150,hypothetical protein,GAV06118.1,RvY_16150,RvY_16150,GAV06118.1 hypothetical protein RvY_16150 [Ramazzottius varieornatus],hypothetical protein RvY_16150,TRUE
"lcl|BDGG01000013.1_cds_GAV06119.1_19016 [gene=RvY_16151-1] [locus_tag=RvY_16151] [protein=hypothetical protein] [protein_id=GAV06119.1] [location=join(419490..419623,419989..420046,420109..420246,420304..420648,420810..420914,420974..421132,421400..421715,421963..422316,422550..422812,422999..423313,423381..423533)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06119.1_19016,RvY_16151-1,RvY_16151,hypothetical protein,GAV06119.1,RvY_16151,RvY_16151,GAV06119.1 hypothetical protein RvY_16151 [Ramazzottius varieornatus],hypothetical protein RvY_16151,TRUE
"lcl|BDGG01000013.1_cds_GAV06120.1_19017 [gene=RvY_16152] [locus_tag=RvY_16152-1] [protein=hypothetical protein] [protein_id=GAV06120.1] [location=join(424603..424644,424710..424992,425221..425499,425556..425621,425694..425836,425908..426056,426134..426223,426306..426468)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06120.1_19017,RvY_16152,RvY_16152-1,hypothetical protein,GAV06120.1,RvY_16152,RvY_16152,GAV06120.1 hypothetical protein RvY_16152-1 [Ramazzottius varieornatus],hypothetical protein RvY_16152-1,TRUE
"lcl|BDGG01000013.1_cds_GAV06121.1_19018 [gene=RvY_16152] [locus_tag=RvY_16152-2] [protein=hypothetical protein] [protein_id=GAV06121.1] [location=join(424671..424992,425221..425499,425556..425621,425694..425836,425908..426056,426134..426227)] [gbkey=CDS]",lcl|BDGG01000013.1_cds_GAV06121.1_19018,RvY_16152,RvY_16152-2,hypothetical protein,GAV06121.1,RvY_16152,RvY_16152,GAV06121.1 hypothetical protein RvY_16152-2 [Ramazzottius varieornatus],hypothetical protein RvY_16152-2,TRUE
